recommendationid,language,sentiment,review,review_clean,playtime_at_review_hours,timestamp_created
218186620,english,positif,uber fun poob geee,uber fun poob geee,106.0,2026-02-13 01:14:07
218185505,english,positif,The best,best,304.2,2026-02-13 00:50:00
218182950,english,positif,WOW SO ♥♥♥♥♥♥♥ NICE,wow nice,45.5,2026-02-12 23:52:33
218182505,english,positif,very good,good,2802.2,2026-02-12 23:43:07
218180593,english,positif,good fun yes,good fun ye,81.3,2026-02-12 23:01:21
218178706,english,positif,the best,best,6457.4,2026-02-12 22:23:04
218176001,english,negatif,jamais vue un jeu aussi nul de ma vie je pref sodomiser ma cousine plutot que jouer a cette merde,jamai vue un jeu aussi nul de vie je pref sodomiser cousin plutot que jouer cett merde,0.8,2026-02-12 21:32:59
218173867,english,positif,Boş boş koşma hiç bu kadar keyif vermemişti :D,bo bo ko hi bu keyif vermemi ti,11.0,2026-02-12 20:54:17
218173365,english,negatif,this game is trash,game trash,71.7,2026-02-12 20:46:17
218168400,english,positif,like,like,17.0,2026-02-12 19:23:46
218164845,english,positif,fort sucks,fort suck,4.8,2026-02-12 18:27:58
218158089,english,positif,WONDERFUL GAME!!!!!!!!!!!!!!!!!!!,wonder game,10.3,2026-02-12 16:42:15
218156840,english,positif,yes,ye,1029.4,2026-02-12 16:21:15
218155612,english,negatif,The game development system is very old and seems like designed specifically for phone .,game development system old seems like design specifically phone,20.9,2026-02-12 16:01:45
218155206,english,positif,I love the game,love game,32.8,2026-02-12 15:55:14
218149305,english,positif,yes,ye,8.4,2026-02-12 14:19:44
218149064,english,positif,Amazing Game,amaz game,25.2,2026-02-12 14:15:34
218147745,english,positif,"This game is so good and amazing and i have been playing it for a lot of time now. But you guys have to work on the servers especially in the middle east, My ping is so high since i cant join my own servers (middle east) because there are no middle eastern servers, Please add more servers especially for middle east. (:",game good amaz play lot time guy work servers especially middl east latensi jaring high sinc cant join servers middl east middl eastern servers pleas add servers especially middl east,54.9,2026-02-12 13:52:41
218142722,english,positif,very nice,nice,248.5,2026-02-12 12:13:50
218140771,english,positif,very good for a free shooting game,good free shoot game,3.9,2026-02-12 11:27:44
218139743,english,positif,"dont care about fortnitetfication
skins dont break games pay to win does


I PLAY IN EUROPE/GERMANY KEEP THAT IN MIND
most randoms in lobbys are atleast neutraly inclining, alot help or try to.  

♥♥♥♥ battleye, its useless and invasive
hackers only get banned for a week anyway

but it seems to me they r not as big a problem as some ppl make it out to be
git gud scrubs

play some arcade to get your skills up. The game modi suck a little but they r very helpful.

Devs dont listen to feedback, and progressivley r making the game more casual. Make weird debuff decisions no one approves of.

This ♥♥♥♥ might blow up any minute, enjoy it while it lasts.

8/10, it doesnt get much more intense than this. Large Randomness factors (end zone circle, enemy placement, airdrops) keep it spicy. Although they did make the good guns less rare wich i am not sure is good or bad. Makes you ""need"" the airdrops more atleast.",dont care fortnitetf skin dont break games pay win play europ germani keep mind random lobbi atleast neutrali inclin alot help tri battley useless invas hacker get ban week anyway seems big problem ppl make git gud scrub play arcad get skill game modi suck littl help dev dont listen feedback progressivley make game casual make weird debuff decis one approv might blow minut enjoy last doesnt get much intens larg random factor end zona aman lingkar aman enemi placement airdrop keep spici although make good gun less rare wich sure good bad makes need airdrop atleast,144.9,2026-02-12 11:03:15
218139378,english,positif,Great game,great game,986.6,2026-02-12 10:54:36
218134639,english,positif,dfwsefwefwe,dfwsefwefwe,893.9,2026-02-12 08:59:24
218134508,english,positif,Best and only shooter game I play. Multiple maps and thousands of different people to play with.,best shooter game play multipl map thousand different people play,1371.2,2026-02-12 08:55:52
218133814,english,positif,"okay so imma be honest with yall this is peak if yall are into battlegrounds and looter shooter or fps genre this is one of the best games out there surprisingly runs well on low spec machines, not pay 2 win and decent anti cheat. It have a good comp and mechanics. hope this game stays alive for few more years as i am starting to play this in 2026 yup i missed all the fun back then.",okay imma honest yall peak yall battleground looter shooter frame second genr one best games surprisingli run well low spec machin pay win decent anti curang good comp mechanics hope game stay aliv year start play yup missed fun back,104.2,2026-02-12 08:38:34
218133482,english,negatif,Came back after not playing for several years because of all the cheating. Played a few games and still happy to find a ton of cheaters still. Don't play it.,came back play several year cheat play games still happi find ton cheaters still play,883.7,2026-02-12 08:28:50
218132301,english,positif,TGLTN made me play this,tgltn made play,110.8,2026-02-12 07:57:52
218129691,english,negatif,"Random teammates you get in squad will often not teamwork or even grief and will just disconnect while you try to revive them. Also you can only report players in game while alive, so if teammate kills you, you can't even report him after game but have to open support ticket, but if you react and kill a troll you will get punished when they open a support ticket without the context.. Also too much cheaters. Also kinda cash grab with cosmetics.",random teammat get tim often teamwork even grief disconnect tri hidup also report player game aliv teammat kill even report game open support ticket react kill troll get punish open support ticket without context also much cheaters also kinda cash grab cosmetics,1610.3,2026-02-12 06:45:37
218127756,english,negatif,"game is nothing like it wat haking all over player know where you are. just go to high pop town loot and sit still they will find you without even moving ♥♥♥♥ suks. The old way was alot better.

Update this game is filled with unfair players makes a great game unplayable gg game is no fun anymore.",game noth like wat hake player know go high pop town item rampas sit still find without even move suk old way alot better baru game fill unfair player makes great game unplay good game game fun anymor,195.7,2026-02-12 05:53:26
218127700,english,negatif,I would rather hang myself by my testicles than ever play this god awful India slop again.,would rather hang testicl ever play god aw india slop,1.2,2026-02-12 05:52:17
218124990,english,positif,nostalgic,nostalg,1.8,2026-02-12 04:42:05
218122168,english,negatif,"10/10 would delete again

Honestly theres no other game that can give you every single emotional range of the human experience in about 12 minutes.

Drop in, Loot for 2 minutes then are headshot by a someone whos name is 3 symbols and a barcode. back to the lobby and wait for 10 minutes.

sure, lets play ranked. heres some squad mates who speak 400 words a minute in a language i honestly think nobodys every heard.

the crates, ill buy one. treat yourself. drop $20 with hopes of hitting a progressive but instead you add a beige shirt to the waredrobe that you'll exchange for 20bp. 10000 more and you might have enough to buy a single coupon, which you then need 9 more off to open 1 crate.

The gunplay? good
tenison? unmatched
anti cheat? a suggestion",would delet honestli there game give everi singl emot rang human experience minut drop item rampas minut headshot someone who name symbol barcod back lobbi wait minut sure let play peringkat here tim mate speak word minut languag honestli think nobodi everi heard crate ill buy one treat drop hopes hit progress instead add beig shirt waredrob exchang bp might enough buy singl coupon need open crate gunplay good tenison unmatch anti curang suggest,489.7,2026-02-12 03:35:54
218121521,english,negatif,"Fun, wish I could take it seriously, unfortunately there are cheaters everywhere",fun wish could take seriously unfortun cheaters everywher,181.8,2026-02-12 03:22:19
218113418,english,positif,I LOVE THE PUBG MOST REALITIC GAME I LOVE IT.,love playerunknown battleground realit game love,87.8,2026-02-12 00:24:58
218112663,english,positif,great,great,127.5,2026-02-12 00:08:57
218111832,english,negatif,"Was fun before but they changed the gun play I feel like,its easier but it takes the tension of it wich takes out some of the fun.Like the change with bots so you can atleast make some kills :)).Maybe at higher skillgaps is not that fun idk.
Im somehow inbetoween .But is free so give it a try.

♥♥♥♥ company btw I gave money to it and now its free.",fun chang gun play feel like easier takes tension wich takes fun like chang bot atleast make kill mayb higher skillgap fun idk im somehow inbetoween free give tri compani btw gave money free,61.7,2026-02-11 23:51:52
218111043,english,positif,"Started playing this game back in 2017, 10 years later its still just as good as the first day I played it.
Many games have tried to replicate the essence of PUBG, but all have failed.

This game is the King of battle royals.",start play game back year later still good first day play mani games tri replic essence playerunknown battleground fail game king battl royal,222.5,2026-02-11 23:35:54
218111032,english,positif,sa,sa,5154.5,2026-02-11 23:35:42
218109160,english,positif,cool game,cool game,65.8,2026-02-11 22:55:47
218108471,english,positif,Fun game with a lot of strategy and action!,fun game lot strategi action,890.5,2026-02-11 22:42:43
218106556,english,positif,top,top,27.9,2026-02-11 22:05:32
218102789,english,positif,Still the best in multiplayer gunplay mechanics.,still best multiplay gunplay mechanics,1025.9,2026-02-11 21:00:37
218101771,english,positif,If you have friend you should play this game.,friend play game,16.1,2026-02-11 20:43:28
218101462,english,negatif,this game for cheat only,game curang,23.5,2026-02-11 20:38:24
218098961,english,positif,Great time.  Wish they'd do a PUBG 2,great time wish playerunknown battleground,3767.5,2026-02-11 19:57:16
218096756,english,negatif,the performance of this game sucks huge ass,performance game suck huge ass,115.5,2026-02-11 19:20:59
218095811,english,positif,HA,ha,19.1,2026-02-11 19:05:55
218092441,english,positif,good,good,7.0,2026-02-11 18:15:03
218091511,english,negatif,"I CANNOT PLAY THE GAME NORMALLY , ITS TO MUCH BAD",play game normal much bad,57.0,2026-02-11 18:00:00
218088561,english,positif,some cheaters but i still had fun,cheaters still fun,48.8,2026-02-11 17:13:21
218088061,english,positif,awesome,awesom,1627.1,2026-02-11 17:05:18
218087561,english,positif,it  a good way to kill time,good way kill time,26.8,2026-02-11 16:57:35
218086304,english,negatif,"Waste of time, can't play the game after purchasing the battleground pass, says I need to disable my secure boot, like what? nope not a chance, I will get my refund instead.",wast time play game purchas battleground pass say need disable secure boot like nope chanc get refund instead,4.5,2026-02-11 16:37:30
218084325,english,positif,This games tests your sanity with every moment you spend.,games test saniti everi moment spend,11.2,2026-02-11 16:06:35
218084091,english,positif,BEST GAME EVER,best game ever,299.4,2026-02-11 16:02:54
218083627,english,positif,there is nothing to dislike. I like the frost map. I request some new season maps,noth dislike like frost map request new season map,1005.2,2026-02-11 15:55:53
218081742,english,positif,cool bro,cool bro,120.9,2026-02-11 15:25:15
218081101,english,negatif,"matchmaking is terrible, i am novice and getting queued against level 200+ players lmfao",cari lawan terrible novic get queu level player lmfao,4.1,2026-02-11 15:15:02
218079435,english,positif,rame tapi sedikit horor,rame horor,72.7,2026-02-11 14:48:32
218077558,english,positif,Approved by Barsukas,approv barsuka,10.3,2026-02-11 14:16:18
218076769,english,positif,Best game ever,best game ever,2646.5,2026-02-11 14:03:04
218074642,english,positif,style,style,5.0,2026-02-11 13:24:42
218071722,english,positif,m249  brrrr,brrrr,168.2,2026-02-11 12:24:17
218070810,english,negatif,"after 951 hours, PUBG decided to permanently banned me without any solid reason. Just WOW.",hour playerunknown battleground decid permanently ban without solid reason wow,951.0,2026-02-11 12:03:34
218069571,english,negatif,"> Download game
> Get into a match
> Spent 10 minutes looting
> Spent 15 minutes getting into the safe zone
> Gets headshot 300 metres away
> Press ALT + F4",download game get match spent minut ambil item spent minut get safe zona aman get headshot metres away press alt,4.8,2026-02-11 11:32:55
218068607,english,positif,GG,good game,6.0,2026-02-11 11:10:30
218068331,english,negatif,Very poorly optimized game. More like no optimization at all. Actually pc requirements are way above those listed on steam.,poorli optim game like optim actual pc requirements way list steam,4.6,2026-02-11 11:03:55
218066091,english,positif,"Good gameplay, cosmetics too overpriced.",good gameplay cosmetics overpr,129.7,2026-02-11 10:08:58
218065173,english,positif,YEAHH YEAAAH YAHHH,yeahh yeaaah yahhh,6.0,2026-02-11 09:47:20
218061825,english,negatif,"i am just level 7 player,,, played 3 matches... in all 3 matches i got killed by above lvl350+ player..  its not beginner friendly at all...",level player play match match got kill lvl player beginn friendli,3.1,2026-02-11 08:18:57
218059898,english,positif,good,good,595.4,2026-02-11 07:26:36
218052593,english,negatif,game nhu cut,game nhu cut,101.0,2026-02-11 04:15:51
218051462,english,positif,Better than Fortnite,better fortnit,443.2,2026-02-11 03:50:59
218050320,english,positif,Good laugh with friends unlike CS2 rage bait all the tiem,good laugh friend unlik cs rage bait tiem,367.8,2026-02-11 03:25:13
218049621,english,positif,get it,get,4.9,2026-02-11 03:07:59
218047568,english,positif,Good Game for a while!,good game,713.3,2026-02-11 02:23:04
218046003,english,positif,good game//i like playing empires,good game like play empir,122.6,2026-02-11 01:49:13
218044469,english,positif,"PUBG: Battlegrounds to tytuł, który na stałe zapisał się w historii gier sieciowych jako jeden z pionierów współczesnej popularności gatunku battle royale. Mimo upływu lat od premiery produkcja wciąż potrafi przyciągnąć zarówno nowych graczy, jak i weteranów, oferując napiętą, taktyczną rozgrywkę opartą na realizmie i nieprzewidywalności każdej rundy.

Największą siłą PUBG pozostaje tempo i struktura meczu. Lądowanie na rozległej mapie, stopniowe zbieranie wyposażenia oraz rosnące zagrożenie ze strony zmniejszającej się strefy tworzą stałe poczucie napięcia. W przeciwieństwie do bardziej zręcznościowych przedstawicieli gatunku, tutaj kluczowe znaczenie mają pozycjonowanie, cierpliwość i umiejętność podejmowania decyzji pod presją. Każde starcie może zakończyć się błyskawicznie, co sprawia, że zwycięstwo daje wyjątkową satysfakcję.

Na uznanie zasługuje także różnorodność map i stylów rozgrywki. Od otwartych przestrzeni sprzyjających walce na dystans, po gęstą zabudowę wymagającą ostrożnego poruszania się — każda lokacja wymusza inne podejście taktyczne. System broni i dodatków jest rozbudowany, ale jednocześnie czytelny, dzięki czemu łatwo wyczuć różnice między poszczególnymi konfiguracjami uzbrojenia.

Gra przeszła długą drogę pod względem technicznym i zawartości. Liczne aktualizacje wprowadziły nowe tryby, usprawnienia balansu oraz poprawki jakości życia, które uczyniły rozgrywkę bardziej przystępną, nie odbierając jej charakterystycznej surowości. Społeczność nadal pozostaje aktywna, co w przypadku gry opartej na rywalizacji sieciowej ma kluczowe znaczenie.

PUBG: Battlegrounds to produkcja, która najlepiej sprawdza się w rękach graczy ceniących napięcie, realizm i metodyczne podejście do walki. Choć rynek battle royale jest dziś znacznie bogatszy niż w momencie premiery gry, PUBG wciąż broni się unikalną atmosferą i poczuciem stawki w każdym meczu, przypominając, dlaczego zdobył tak silną pozycję w świecie gier multiplayer.",playerunknown battleground battleground tytu kt ry na sta zapisa si historii gier sieciowych jako jeden pionier wsp czesnej popularno ci gatunku battl royal mimo ywu lat od premieri produkcja wci potrafi przyci gn zar wno nowych graczi jak weteran oferuj napi taktyczn rozgrywk opart na realizmi nieprzewidywalno ci ka dej rundi najwi ksz si playerunknown battleground pozostaj tempo struktura meczu dowani na rozleg ej mapi stopniow zbierani wyposa enia oraz rosn ce zagro eni ze stroni zmniejszaj cej si strefi tworz sta poczuci napi cia przeciwi stwie bardziej zr czno ciowych przedstawici gatunku tutaj kluczow znaczeni maj pozycjonowani cierpliwo umiej tno podejmowania decyzji pod presj ka de starci mo zako czi si yskawiczni co sprawia zwyci stwo daje wyj tkow satysfakcj na uznani za uguj norodno map styl rozgrywki od otwartych przestrzeni sprzyjaj cych walc na dystan po st zabudow wymagaj ostro nego poruszania si ka da lokacja wymusza inn podej cie taktyczn system broni dodatk jest rozbudowani ale jednocz nie czytelni dzi ki czemu atwo wyczu nice mi dzi poszczeg lnymi konfiguracjami uzbrojenia gra przesz ug drog pod wzgl dem technicznym zawarto ci liczn aktualizacj wprowadzi now trybi usprawnienia balansu oraz poprawki jako ci ycia kt uczyni rozgrywk bardziej przyst pn nie odbieraj jej charakterystycznej surowo ci spo eczno nadal pozostaj aktywna co przypadku gri opartej na rywalizacji sieciowej kluczow znaczeni playerunknown battleground battleground produkcja kt ra najlepiej sprawdza si kach graczi ceni cych napi cie realizm metodyczne podej cie walki cho rynek battl royal jest dzi znaczni bogatszi ni momencie premieri gri playerunknown battleground wci broni si unikaln atmosf poczuciem stawki ka dym meczu przypominaj dlaczego zdobi siln pozycj wieci gier multiplay,478.3,2026-02-11 01:16:55
218040326,english,positif,absolute nan slappa highly recomend this sktitz game matee,absolut nan slappa highli recomend sktitz game mate,7.0,2026-02-10 23:50:02
218038921,english,positif,Still the best BR!!!,still best battl royal,4661.0,2026-02-10 23:20:56
218038788,english,positif,good game but cheater problem.,good game cheater problem,24.5,2026-02-10 23:18:25
218038707,english,negatif,"The new privacy policy is wild.

I bought the game to get loot, not become one.",new privaci polici wild bought game get item rampas becom one,291.2,2026-02-10 23:17:03
218038540,english,positif,"100% classic Battle royal, I've played since release or maybe it was open beta. This battle royal is the roots to many BR's, but it came after H1Z1 and this is how it plays: there are lean mechanics, you can choose games of third person or first, the movements are blocky, but pretty fair and  skill based. The player base is the only downside to the game as the match making isn't fun due to cheaters, robots, or people who've had a lot of hours consistently. There are many game modes and not every game will you face constantly max level players so for the times you don't face cheaters or insane players you have great games that are extremely complex with different ways the fights go down

Example: I've ran over people with vehicles, done drive-by in the vehicles of the game, been killed by people shooting out of the plane vehicles, had enemies and teammates crushed by the ""Deployable cover flair"" when it drops 2 large cement structures very fast, killed 10 players with crossbows (hard difficulty)(achievement), grenades  of many different varieties (including blue zone grenades - copied from fortnite, but good move), deaths from the many different special weapons that drop from the red crates, and so much more.

One map had a gulag, but i think it's out of rotation now, but they instead also took the concept of being revived by teammates just as other BR's did and that is a good  change.

The game mode of 88 bots and 12 players is the most enjoyable to get warm and ready to face harder opponents. I hope for any of you reading this that you get to play versus people your own level. Whatever you do, dont let your first game be with that lvl 100+  friend... ENJOY IT WHILE YOU CAN.

There is a team deathmatch game mode, it takes place in small circles of random spots on the actual maps so that's awesome for getting warmed up

The games are exhilarating, Balanced well to where all guns are useful, you can choose to play safe, slow, fast, like a rat, or  however you like. Ghillie suits are a thing and they're fun. 

I've only seen 3 bad changes and they were map changes, but the new items added, new vehicles, skins, gameplay (Except the Match Making), emotes, etc... is all pretty great.


Tell me your thoughts?",classic battl royal play sinc releas mayb open beta battl royal root mani battl royal came play lean mechanics choos games third person first movements blocki pretti fair skill based player base downsid game match make fun due cheaters robot people lot hour consist mani game mode everi game face constantli max level player times face cheaters insan player great games extremely complex different way fight go exampl ran people vehicl done drive vehicl game kill people shoot plane vehicl enemi teammat crush deploy cover flair drop larg cement structur fast kill player crossbow hard difficulty achievement grenad mani different varieti including blue zona aman grenad copi fortnit good move death mani different special weapon drop red crate much one map gulag think rotat instead also took concept reviv teammat battl royal good chang game mode bot player enjoy get warm readi face harder oppon hope reading get play versu people level whatev dont let first game lvl friend enjoy team deathmatch game mode takes place small circl random spot actual map awesom get warmed games exhilar balanc well gun useful choos play safe slow fast like rat howev like ghilli suit thing fun seen bad chang map chang new item ad new vehicl skin gameplay except match make emot etc pretti great tell thought,672.3,2026-02-10 23:13:31
218023771,english,negatif,ALWAYS CRASHING ♥♥♥♥♥♥♥ GAME FULL OF CHEATERS,alway error aplikasi game full cheaters,826.0,2026-02-10 19:13:31
218021446,english,negatif,This game is so hard for begginers,game hard beggin,5.0,2026-02-10 18:40:31
218020717,english,positif,shoot player and getting yelled by weird indian is very funny recomend this game,shoot player get yell weird indian funni recomend game,9.4,2026-02-10 18:30:34
218019009,english,negatif,how many times need to do the validation? everytime i open the game it start validating. that so annoying,mani times need valid everytim open game start valid annoy,4.0,2026-02-10 18:04:10
218018379,english,positif,sss,sss,11.7,2026-02-10 17:54:39
218018318,english,positif,sa,sa,1181.0,2026-02-10 17:53:55
218018041,english,positif,good,good,55.4,2026-02-10 17:49:41
218016295,english,positif,Hamash Gooshte,hamash goosht,14.1,2026-02-10 17:24:21
218013423,english,positif,goood,goood,7.4,2026-02-10 16:40:16
218010881,english,negatif,Player Unknown Battle Ground : Battle Ground,player unknown battl ground battl ground,24.8,2026-02-10 16:01:31
218010624,english,negatif,games ass,games ass,7.0,2026-02-10 15:57:46
218007779,english,negatif,meh,meh,12.8,2026-02-10 15:13:04
218001226,english,positif,ok,ok,1052.5,2026-02-10 13:14:20
218000619,english,positif,nice recommended game,nice recommended game,922.6,2026-02-10 13:01:49
217999917,english,negatif,GAME IS FULL OF CHEATERS IN LAST 3 DAYS ITS IMPOSIBLE TO PLAY,game full cheaters last day impos play,3413.4,2026-02-10 12:46:22
217999756,english,positif,Not bad at all,bad,11.6,2026-02-10 12:42:55
217999246,english,positif,Primitive game but fun.,primit game fun,43.2,2026-02-10 12:31:43
217995890,english,negatif,reboot cards = fortnite,reboot card fortnit,0.5,2026-02-10 11:12:41
217995177,english,positif,very gud,gud,12.5,2026-02-10 10:52:49
217994275,english,positif,Love this game i've never see any cheater on my match,love game never see cheater match,1.9,2026-02-10 10:28:25
217992434,english,negatif,Got yelled at by a chinese guy.,got yell chines guy,267.5,2026-02-10 09:39:40
217991240,english,positif,"I am not really good in competitive shooters, but I still kinda like this game lol.",realli good competitive shooters still kinda like game lol,119.9,2026-02-10 09:02:39
217989253,english,positif,Very Good very Nice,good nice,114.0,2026-02-10 08:07:03
217989111,english,positif,Peak,peak,410.6,2026-02-10 08:01:46
217987867,english,negatif,"Janky, uneven outcomes, zero realism",janki uneven outcomes zero realism,3.5,2026-02-10 07:22:19
217978390,english,positif,"Positive: reminds of Far Cry, especially old Far Cry 2 multiplayer on the Xbox 360. It's what Far Cry multiplayer should have been. Both games even had mortars. Now if only you would go on multiple diamond hunts like in Far Cry 2 instead of just hunting for airdrops.

Negative: still some cheaters, and it's definitely rough and frustrating for new players. You can see the cheaters by watching the replays and they just aim in someone's general direction and get perfect hits.",posit remind far cri especially old far cri multiplay xbox far cri multiplay games even mortar would go multipl diamond hunt like far cri instead hunt airdrop neg still cheaters definit rough frustrat new player see cheaters watch replay aim someone gener direction get perfect hit,112.8,2026-02-10 02:46:52
217975295,english,positif,game is good but it became boring after playing solo for a long time,game good becam bore play main long time,102.0,2026-02-10 01:34:56
217973240,english,negatif,Game isnt half bad but F**K Krafton for the subnautica 2 drama,game isnt half bad krafton subnautica drama,16.2,2026-02-10 00:46:41
217970634,english,positif,great game since beta great fun,great game sinc beta great fun,249.2,2026-02-09 23:47:19
217970466,english,negatif,bad game for new players,bad game new player,9.6,2026-02-09 23:43:21
217968167,english,positif,winner winner chicken dinner,winner winner chicken dinner,861.1,2026-02-09 22:53:07
217965501,english,positif,The best game in the world! is my game.,best game world game,3203.1,2026-02-09 21:58:16
217962142,english,positif,camper+cheater simulator 3000,main sembunyi cheater simul,15.4,2026-02-09 21:00:03
217961102,english,positif,good game,good game,24.1,2026-02-09 20:41:11
217960903,english,negatif,More cheaters than a single's cruise in the spring!,cheaters singl cruis spring,6.7,2026-02-09 20:37:54
217960891,english,positif,FK NO jk its a nice game,fk jk nice game,12.1,2026-02-09 20:37:40
217959835,english,positif,yes,ye,175.3,2026-02-09 20:19:18
217955101,english,positif,yes,ye,61.4,2026-02-09 18:56:50
217954867,english,negatif,"1st game
2 headshots great performance
get killed by panzerfaust because we are in Call of Duty",st game headshot great performance get kill panzerfaust call duti,4.0,2026-02-09 18:52:42
217954337,english,positif,Difficult for beginners and quite challenging but playing with friends makes it extra fun!!!,difficult beginn quit challeng play friend makes extra fun,64.2,2026-02-09 18:43:30
217954082,english,positif,"the original maps, being erengel, miramar, sanhok, etc are still the best, however the newer maps still play well, guns feel relatively balanced and the game creates decent tension in cqb battles, big fan",origin map erengel miramar sanhok etc still best howev newer map still play well gun feel rel balanc game creat decent tension cqb battl big fan,5.1,2026-02-09 18:38:42
217953949,english,positif,good game and good ragebaiter,good game good ragebait,208.5,2026-02-09 18:36:19
217953381,english,positif,its ok but south africa lots of lag,ok south africa lot latensi tinggi,7.5,2026-02-09 18:26:40
217952567,english,negatif,Matchmaking should be instant and faster. Too much dead time.,cari lawan instant faster much dead time,17.6,2026-02-09 18:13:27
217943518,english,positif,its good until you got ban cause some cheater,good got ban caus cheater,6.7,2026-02-09 15:44:15
217941845,english,positif,gud gud,gud gud,4.1,2026-02-09 15:14:45
217938550,english,positif,ok,ok,8.0,2026-02-09 14:16:09
217932196,english,positif,"It's a good shooter, but my computer can't handle it online, so I play with bots.",good shooter comput handl onlin play bot,0.6,2026-02-09 11:57:50
217927488,english,positif,good  game,good game,1036.2,2026-02-09 09:55:13
217925310,english,positif,very nice very nice,nice nice,58.1,2026-02-09 08:49:31
217924485,english,positif,Very good game!,good game,34.2,2026-02-09 08:24:54
217923584,english,positif,good game,good game,4.6,2026-02-09 07:57:13
217921030,english,positif,hihi,hihi,765.0,2026-02-09 06:36:05
217920868,english,positif,good game,good game,2.4,2026-02-09 06:30:49
217920008,english,positif,I can already see the self destruction this game will bring to me... Cya in a month and 300h pt,alreadi see self destruct game bring cya month pt,15.5,2026-02-09 06:03:44
217919642,english,positif,"This game is easy to play for fun, and it also gives enough room to go hard if you wish... For me this game is perfect balance between competitivness and enjoyment.",game easi play fun also give enough room go hard wish game perfect balanc competitivness enjoyment,5.8,2026-02-09 05:53:15
217918574,english,positif,Pan,pan,35.5,2026-02-09 05:21:42
217916469,english,negatif,Runs like a game made in 2010. Has the most chunky unresponsive movement of any game i've had the displeasure of playing. Cant pick maps on NA and everyone has either just picked up the game or has 5k hours. If you play alone you'd have more fun sodomizing yourself,run like game made chunki unrespons movement game displeasure play cant pick map na everyon either picked game hour play alon fun sodom,142.0,2026-02-09 04:22:43
217914689,english,positif,yeah so this game was yeah so leave my review down below,yeah game yeah leav review,15.6,2026-02-09 03:38:10
217913478,english,positif,#1 Victory Royal,victori royal,77.2,2026-02-09 03:08:29
217913468,english,positif,I love gunning down my own kind,love gun kind,14.3,2026-02-09 03:08:12
217911304,english,negatif,"Used to be a preety good game, beta tested it myself. now? Christ. its become such a ♥♥♥♥♥♥ disappointment. literally overloaded with pay us bs. game is practically unplayable.",used preeti good game beta test christ becom disappointment literally overload pay us bs game practic unplay,2.3,2026-02-09 02:13:11
217910046,english,positif,♥♥♥♥♥♥ love pub g,love pub,62.0,2026-02-09 01:41:18
217908674,english,positif,I played a lot of eSports tournaments in this game and I absolutely loved it. PUBG is the OG!,play lot esport tournaments game absolut love playerunknown battleground og,551.4,2026-02-09 01:06:54
217905857,english,positif,Good fun,good fun,218.2,2026-02-09 00:02:15
217905062,english,positif,"it was good i like it, literally you think yourself shooting on someone else",good like literally think shoot someone els,37.4,2026-02-08 23:43:18
217903296,english,positif,"PUBG: BATTLEGROUNDS delivers heart-pounding battle royale thrills! Drop into massive maps, scavenge realistic weapons, and outlast 99 others in tense, tactical shootouts. Adrenaline-fueled chicken dinners await—pure chaos and victory highs. Jump in free!",playerunknown battleground battleground deliv heart pounding battl royal thrill drop massiv map scaveng realist weapon outlast other tens tactic shootout adrenalin fuel chicken dinners await pure chao victori high jump free,213.5,2026-02-08 23:06:27
217901653,english,positif,very najs!!,naj,2346.0,2026-02-08 22:36:18
217900963,english,positif,very good game and competitive,good game competitive,4.5,2026-02-08 22:24:04
217896567,english,negatif,"♥♥♥♥ game, a lot of cheaters, I am dumb for wasting my time playing it, thinking I am enjoing it...",game lot cheaters dumb wast time play think enjo,31.2,2026-02-08 21:12:56
217896275,english,positif,very gud game!,gud game,7.7,2026-02-08 21:09:01
217894821,english,negatif,sranje zivo jebu me ko konja,sranj zivo jebu ko konja,3.2,2026-02-08 20:49:09
217894709,english,negatif,TPP coming. Uninstall.,tpp come uninstal,803.8,2026-02-08 20:47:36
217893935,english,positif,"buen shooter, requiere paciencia y práctica para aprender a disparar, no es el tipico juego que disparas y todas las balas van derechas sino que tiene su dificultad y eso me gusta a mi que vengo del cs",buen shooter requier paciencia pr ctica aprend disparar es el tipico juego que disparas toda la bala van derecha sino que tien su dificultad eso gusta mi que vengo del cs,970.6,2026-02-08 20:36:13
217887774,english,negatif,Bad,bad,228.1,2026-02-08 19:10:12
217887692,english,positif,a good simple game,good simpl game,3.9,2026-02-08 19:09:18
217886921,english,positif,amk oyununda adamları görsem neler yapcam ama görünmüyolar,amk oyununda adamlar rsem neler yapcam ama nm yolar,5.0,2026-02-08 18:59:01
217886754,english,positif,yes,ye,153.7,2026-02-08 18:56:39
217886576,english,positif,Steam,steam,325.8,2026-02-08 18:54:16
217880239,english,negatif,FULL OF RATS,full rat,81.2,2026-02-08 17:28:30
217879469,english,positif,i like it,like,5498.4,2026-02-08 17:18:35
217878774,english,positif,oç utku,utku,17.7,2026-02-08 17:09:34
217877630,english,positif,Best battle royale game,best battl royal game,141.4,2026-02-08 16:54:14
217877565,english,positif,I hate this game.,hate game,49.5,2026-02-08 16:53:22
217877060,english,positif,yes,ye,749.6,2026-02-08 16:46:46
217869366,english,positif,"IT'S BETTER THAN FORTNITE, IT'S SO MUCH BETTER!!!",better fortnit much better,3.1,2026-02-08 15:19:49
217867500,english,negatif,bad game stupid creators,bad game stupid creator,1743.9,2026-02-08 15:02:47
217864631,english,negatif,trash,trash,64.2,2026-02-08 14:34:23
